"","Region","Search_Term_Value","Year","Search_Term"
"652","Maryland",78,"2016","Alcohol"
"653","Kansas",78,"2016","Alcohol"
"654","New Jersey",77,"2016","Alcohol"
"655","Alabama",77,"2016","Alcohol"
"656","Louisiana",76,"2016","Alcohol"
"657","Oklahoma",76,"2016","Alcohol"
"658","Florida",76,"2016","Alcohol"
"659","Wyoming",75,"2016","Alcohol"
"660","Texas",74,"2016","Alcohol"
"661","Arkansas",72,"2016","Alcohol"
"662","Mississippi",71,"2016","Alcohol"
"663","Utah",70,"2016","Alcohol"
"664","Montana",100,"2017","Alcohol"
"665","Maine",97,"2017","Alcohol"
"666","Pennsylvania",96,"2017","Alcohol"
"667","Nebraska",95,"2017","Alcohol"
"668","South Dakota",94,"2017","Alcohol"
"669","North Dakota",93,"2017","Alcohol"
"670","Colorado",92,"2017","Alcohol"
"671","New Mexico",91,"2017","Alcohol"
"672","Alaska",90,"2017","Alcohol"
"673","Iowa",89,"2017","Alcohol"
"674","West Virginia",88,"2017","Alcohol"
"675","Oregon",88,"2017","Alcohol"
"676","Massachusetts",88,"2017","Alcohol"
"677","Connecticut",88,"2017","Alcohol"
"678","District of Columbia",87,"2017","Alcohol"
"679","New Hampshire",87,"2017","Alcohol"
"680","Rhode Island",87,"2017","Alcohol"
"681","Minnesota",86,"2017","Alcohol"
"682","Washington",86,"2017","Alcohol"
"683","Wisconsin",86,"2017","Alcohol"
"684","Michigan",86,"2017","Alcohol"
"685","Vermont",85,"2017","Alcohol"
"686","Idaho",85,"2017","Alcohol"
"687","Nevada",84,"2017","Alcohol"
"688","Illinois",84,"2017","Alcohol"
"689","Kentucky",83,"2017","Alcohol"
"690","Indiana",83,"2017","Alcohol"
"691","Arkansas",83,"2017","Alcohol"
"692","New York",82,"2017","Alcohol"
"693","Maryland",82,"2017","Alcohol"
"694","Arizona",81,"2017","Alcohol"
"695","Delaware",81,"2017","Alcohol"
"696","Florida",81,"2017","Alcohol"
"697","Ohio",81,"2017","Alcohol"
"698","Utah",81,"2017","Alcohol"
"699","California",81,"2017","Alcohol"
"700","Missouri",81,"2017","Alcohol"
"701","Tennessee",80,"2017","Alcohol"
"702","Alabama",80,"2017","Alcohol"
"703","Louisiana",80,"2017","Alcohol"
"704","Georgia",79,"2017","Alcohol"
"705","Hawaii",78,"2017","Alcohol"
"706","Kansas",78,"2017","Alcohol"
"707","Virginia",78,"2017","Alcohol"
"708","North Carolina",77,"2017","Alcohol"
"709","South Carolina",77,"2017","Alcohol"
"710","Texas",77,"2017","Alcohol"
"711","Wyoming",76,"2017","Alcohol"
"712","New Jersey",75,"2017","Alcohol"
"713","Oklahoma",75,"2017","Alcohol"
"714","Mississippi",68,"2017","Alcohol"
"715","Alaska",100,"2018","Alcohol"
"716","South Dakota",99,"2018","Alcohol"
"717","New Mexico",97,"2018","Alcohol"
"718","Indiana",97,"2018","Alcohol"
"719","Maine",93,"2018","Alcohol"
"720","Minnesota",92,"2018","Alcohol"
"721","Nebraska",92,"2018","Alcohol"
"722","Colorado",92,"2018","Alcohol"
"723","Montana",91,"2018","Alcohol"
"724","Pennsylvania",91,"2018","Alcohol"
"725","Oregon",90,"2018","Alcohol"
"726","North Dakota",88,"2018","Alcohol"
"727","Connecticut",87,"2018","Alcohol"
"728","Rhode Island",87,"2018","Alcohol"
"729","Kansas",86,"2018","Alcohol"
"730","Massachusetts",86,"2018","Alcohol"
"731","Washington",86,"2018","Alcohol"
"732","New Hampshire",84,"2018","Alcohol"
"733","Hawaii",84,"2018","Alcohol"
"734","Iowa",84,"2018","Alcohol"
"735","Kentucky",84,"2018","Alcohol"
"736","West Virginia",83,"2018","Alcohol"
"737","Vermont",83,"2018","Alcohol"
"738","Illinois",83,"2018","Alcohol"
"739","Idaho",83,"2018","Alcohol"
"740","Michigan",83,"2018","Alcohol"
"741","Arizona",83,"2018","Alcohol"
"742","Arkansas",82,"2018","Alcohol"
"743","Ohio",82,"2018","Alcohol"
"744","New York",81,"2018","Alcohol"
"745","Wisconsin",81,"2018","Alcohol"
"746","Florida",81,"2018","Alcohol"
"747","Delaware",81,"2018","Alcohol"
"748","Georgia",80,"2018","Alcohol"
"749","Wyoming",80,"2018","Alcohol"
"750","North Carolina",79,"2018","Alcohol"
"751","Louisiana",78,"2018","Alcohol"
"752","Alabama",78,"2018","Alcohol"
"753","Oklahoma",78,"2018","Alcohol"
"754","Maryland",78,"2018","Alcohol"
"755","California",78,"2018","Alcohol"
"756","Missouri",77,"2018","Alcohol"
"757","Nevada",77,"2018","Alcohol"
"758","Virginia",76,"2018","Alcohol"
"759","Tennessee",75,"2018","Alcohol"
"760","New Jersey",75,"2018","Alcohol"
"761","Utah",74,"2018","Alcohol"
"762","Texas",74,"2018","Alcohol"
"763","District of Columbia",73,"2018","Alcohol"
"764","South Carolina",73,"2018","Alcohol"
"765","Mississippi",64,"2018","Alcohol"
"766","North Dakota",100,"2019","Alcohol"
"767","New Mexico",99,"2019","Alcohol"
"768","Alaska",88,"2019","Alcohol"
"769","Oregon",86,"2019","Alcohol"
"770","Nebraska",86,"2019","Alcohol"
"771","Minnesota",83,"2019","Alcohol"
"772","New Hampshire",83,"2019","Alcohol"
"773","Montana",82,"2019","Alcohol"
"774","Colorado",82,"2019","Alcohol"
"775","Indiana",82,"2019","Alcohol"
"776","Wisconsin",81,"2019","Alcohol"
"777","Washington",81,"2019","Alcohol"
"778","Nevada",81,"2019","Alcohol"
"779","Arkansas",80,"2019","Alcohol"
"780","Pennsylvania",79,"2019","Alcohol"
"781","West Virginia",79,"2019","Alcohol"
"782","Massachusetts",79,"2019","Alcohol"
"783","Maine",79,"2019","Alcohol"
"784","Missouri",78,"2019","Alcohol"
"785","Arizona",78,"2019","Alcohol"
"786","South Dakota",78,"2019","Alcohol"
"787","Ohio",78,"2019","Alcohol"
"788","Connecticut",77,"2019","Alcohol"
"789","Texas",77,"2019","Alcohol"
"790","Kentucky",77,"2019","Alcohol"
"791","Rhode Island",76,"2019","Alcohol"
"792","Hawaii",75,"2019","Alcohol"
"793","Louisiana",75,"2019","Alcohol"
"794","Idaho",75,"2019","Alcohol"
"795","Delaware",75,"2019","Alcohol"
"796","Michigan",75,"2019","Alcohol"
"797","Kansas",74,"2019","Alcohol"
"798","Vermont",74,"2019","Alcohol"
"799","Oklahoma",73,"2019","Alcohol"
"800","Iowa",73,"2019","Alcohol"
"801","Illinois",73,"2019","Alcohol"
"802","Virginia",73,"2019","Alcohol"
"803","Florida",73,"2019","Alcohol"
"804","Utah",72,"2019","Alcohol"
"805","Maryland",71,"2019","Alcohol"
"806","North Carolina",70,"2019","Alcohol"
"807","Tennessee",70,"2019","Alcohol"
"808","Georgia",70,"2019","Alcohol"
"809","Alabama",70,"2019","Alcohol"
"810","Wyoming",69,"2019","Alcohol"
"811","South Carolina",69,"2019","Alcohol"
"812","New York",68,"2019","Alcohol"
"813","New Jersey",68,"2019","Alcohol"
"814","California",68,"2019","Alcohol"
"815","District of Columbia",66,"2019","Alcohol"
"816","Mississippi",65,"2019","Alcohol"
"817","Alabama",100,"2004","Cholesterol"
"818","South Dakota",98,"2004","Cholesterol"
"819","Kentucky",98,"2004","Cholesterol"
"820","Nebraska",97,"2004","Cholesterol"
"821","West Virginia",89,"2004","Cholesterol"
"822","Tennessee",88,"2004","Cholesterol"
"823","Connecticut",85,"2004","Cholesterol"
"824","Oklahoma",84,"2004","Cholesterol"
"825","Louisiana",82,"2004","Cholesterol"
"826","New Mexico",82,"2004","Cholesterol"
"827","Arizona",82,"2004","Cholesterol"
"828","Iowa",81,"2004","Cholesterol"
"829","New Hampshire",81,"2004","Cholesterol"
"830","Hawaii",81,"2004","Cholesterol"
"831","Delaware",80,"2004","Cholesterol"
"832","New Jersey",79,"2004","Cholesterol"
"833","North Carolina",78,"2004","Cholesterol"
"834","Texas",76,"2004","Cholesterol"
"835","Georgia",76,"2004","Cholesterol"
"836","Vermont",75,"2004","Cholesterol"
"837","Massachusetts",75,"2004","Cholesterol"
"838","Maryland",75,"2004","Cholesterol"
"839","Virginia",75,"2004","Cholesterol"
"840","Pennsylvania",74,"2004","Cholesterol"
"841","South Carolina",74,"2004","Cholesterol"
"842","District of Columbia",74,"2004","Cholesterol"
"843","Colorado",74,"2004","Cholesterol"
"844","Missouri",72,"2004","Cholesterol"
"845","Florida",72,"2004","Cholesterol"
"846","Maine",72,"2004","Cholesterol"
"847","Arkansas",72,"2004","Cholesterol"
"848","Indiana",72,"2004","Cholesterol"
"849","Kansas",71,"2004","Cholesterol"
"850","Alaska",70,"2004","Cholesterol"
"851","Minnesota",70,"2004","Cholesterol"
"852","New York",70,"2004","Cholesterol"
"853","Illinois",70,"2004","Cholesterol"
"854","Wisconsin",69,"2004","Cholesterol"
"855","Rhode Island",69,"2004","Cholesterol"
"856","Mississippi",69,"2004","Cholesterol"
"857","Montana",68,"2004","Cholesterol"
"858","Ohio",66,"2004","Cholesterol"
"859","Washington",64,"2004","Cholesterol"
"860","Idaho",64,"2004","Cholesterol"
"861","Utah",64,"2004","Cholesterol"
"862","Wyoming",63,"2004","Cholesterol"
"863","Oregon",63,"2004","Cholesterol"
"864","Michigan",63,"2004","Cholesterol"
"865","California",57,"2004","Cholesterol"
"866","North Dakota",56,"2004","Cholesterol"
"867","Nevada",55,"2004","Cholesterol"
"868","Delaware",100,"2005","Cholesterol"
"869","Mississippi",87,"2005","Cholesterol"
"870","Montana",86,"2005","Cholesterol"
"871","Rhode Island",81,"2005","Cholesterol"
"872","Maryland",80,"2005","Cholesterol"
"873","Arkansas",80,"2005","Cholesterol"
"874","Tennessee",77,"2005","Cholesterol"
"875","West Virginia",75,"2005","Cholesterol"
"876","North Carolina",73,"2005","Cholesterol"
"877","New Hampshire",72,"2005","Cholesterol"
"878","Missouri",72,"2005","Cholesterol"
"879","Connecticut",71,"2005","Cholesterol"
"880","Alabama",71,"2005","Cholesterol"
"881","Florida",70,"2005","Cholesterol"
"882","Virginia",70,"2005","Cholesterol"
"883","New Mexico",70,"2005","Cholesterol"
"884","Maine",70,"2005","Cholesterol"
"885","Georgia",69,"2005","Cholesterol"
"886","Indiana",69,"2005","Cholesterol"
"887","Kentucky",69,"2005","Cholesterol"
"888","Iowa",68,"2005","Cholesterol"
"889","Massachusetts",68,"2005","Cholesterol"
"890","Arizona",68,"2005","Cholesterol"
"891","Nebraska",68,"2005","Cholesterol"
"892","New Jersey",67,"2005","Cholesterol"
"893","South Carolina",67,"2005","Cholesterol"
"894","Kansas",67,"2005","Cholesterol"
"895","North Dakota",66,"2005","Cholesterol"
"896","District of Columbia",66,"2005","Cholesterol"
"897","Illinois",65,"2005","Cholesterol"
"898","Michigan",65,"2005","Cholesterol"
"899","Wisconsin",65,"2005","Cholesterol"
"900","Oklahoma",65,"2005","Cholesterol"
"901","Minnesota",64,"2005","Cholesterol"
"902","Ohio",64,"2005","Cholesterol"
"903","Pennsylvania",64,"2005","Cholesterol"
"904","Colorado",64,"2005","Cholesterol"
"905","Idaho",61,"2005","Cholesterol"
"906","Utah",61,"2005","Cholesterol"
"907","Wyoming",61,"2005","Cholesterol"
"908","Texas",60,"2005","Cholesterol"
"909","New York",58,"2005","Cholesterol"
"910","Louisiana",58,"2005","Cholesterol"
"911","Washington",58,"2005","Cholesterol"
"912","Oregon",57,"2005","Cholesterol"
"913","California",54,"2005","Cholesterol"
"914","Hawaii",53,"2005","Cholesterol"
"915","Vermont",52,"2005","Cholesterol"
"916","Alaska",51,"2005","Cholesterol"
"917","Nevada",51,"2005","Cholesterol"
"918","South Dakota",49,"2005","Cholesterol"
"919","Mississippi",100,"2006","Cholesterol"
"920","Delaware",98,"2006","Cholesterol"
"921","Nebraska",89,"2006","Cholesterol"
"922","Iowa",87,"2006","Cholesterol"
"923","Maine",86,"2006","Cholesterol"
"924","New Hampshire",86,"2006","Cholesterol"
"925","Alabama",85,"2006","Cholesterol"
"926","New Mexico",84,"2006","Cholesterol"
"927","Alaska",83,"2006","Cholesterol"
"928","North Carolina",83,"2006","Cholesterol"
"929","Connecticut",82,"2006","Cholesterol"
"930","Tennessee",82,"2006","Cholesterol"
"931","District of Columbia",82,"2006","Cholesterol"
"932","Maryland",82,"2006","Cholesterol"
"933","Rhode Island",80,"2006","Cholesterol"
"934","Kentucky",80,"2006","Cholesterol"
"935","Louisiana",78,"2006","Cholesterol"
"936","Pennsylvania",77,"2006","Cholesterol"
"937","Indiana",77,"2006","Cholesterol"
"938","New Jersey",77,"2006","Cholesterol"
"939","Massachusetts",77,"2006","Cholesterol"
"940","Virginia",77,"2006","Cholesterol"
"941","Arkansas",76,"2006","Cholesterol"
"942","North Dakota",76,"2006","Cholesterol"
"943","Kansas",75,"2006","Cholesterol"
"944","Colorado",75,"2006","Cholesterol"
"945","Hawaii",75,"2006","Cholesterol"
"946","Ohio",75,"2006","Cholesterol"
"947","Georgia",74,"2006","Cholesterol"
"948","Missouri",73,"2006","Cholesterol"
"949","Minnesota",72,"2006","Cholesterol"
"950","West Virginia",72,"2006","Cholesterol"
"951","Wisconsin",72,"2006","Cholesterol"
"952","Idaho",72,"2006","Cholesterol"
"953","Texas",71,"2006","Cholesterol"
"954","Montana",71,"2006","Cholesterol"
"955","Wyoming",71,"2006","Cholesterol"
"956","Florida",70,"2006","Cholesterol"
"957","Illinois",70,"2006","Cholesterol"
"958","Oklahoma",69,"2006","Cholesterol"
"959","South Carolina",69,"2006","Cholesterol"
"960","Washington",68,"2006","Cholesterol"
"961","California",67,"2006","Cholesterol"
"962","New York",66,"2006","Cholesterol"
"963","Michigan",66,"2006","Cholesterol"
"964","Vermont",65,"2006","Cholesterol"
"965","Oregon",65,"2006","Cholesterol"
"966","Arizona",65,"2006","Cholesterol"
"967","South Dakota",58,"2006","Cholesterol"
"968","Utah",57,"2006","Cholesterol"
"969","Nevada",57,"2006","Cholesterol"
"970","Delaware",100,"2007","Cholesterol"
"971","West Virginia",92,"2007","Cholesterol"
"972","Mississippi",90,"2007","Cholesterol"
"973","Maryland",85,"2007","Cholesterol"
"974","Tennessee",84,"2007","Cholesterol"
"975","Louisiana",84,"2007","Cholesterol"
"976","Rhode Island",83,"2007","Cholesterol"
"977","Alabama",83,"2007","Cholesterol"
"978","North Carolina",83,"2007","Cholesterol"
"979","Maine",82,"2007","Cholesterol"
"980","South Dakota",81,"2007","Cholesterol"
"981","Oklahoma",80,"2007","Cholesterol"
"982","New York",80,"2007","Cholesterol"
"983","Indiana",79,"2007","Cholesterol"
"984","South Carolina",78,"2007","Cholesterol"
"985","Montana",78,"2007","Cholesterol"
"986","Nebraska",78,"2007","Cholesterol"
"987","Kentucky",77,"2007","Cholesterol"
"988","Wisconsin",76,"2007","Cholesterol"
"989","District of Columbia",76,"2007","Cholesterol"
"990","Missouri",76,"2007","Cholesterol"
"991","New Mexico",75,"2007","Cholesterol"
"992","Florida",75,"2007","Cholesterol"
"993","Connecticut",74,"2007","Cholesterol"
"994","Colorado",74,"2007","Cholesterol"
"995","Arizona",73,"2007","Cholesterol"
"996","Texas",73,"2007","Cholesterol"
"997","North Dakota",73,"2007","Cholesterol"
"998","Iowa",73,"2007","Cholesterol"
"999","Minnesota",72,"2007","Cholesterol"
"1000","Oregon",72,"2007","Cholesterol"
"1001","Arkansas",72,"2007","Cholesterol"
"1002","Massachusetts",71,"2007","Cholesterol"
"1003","Virginia",71,"2007","Cholesterol"
"1004","New Jersey",71,"2007","Cholesterol"
"1005","Ohio",71,"2007","Cholesterol"
"1006","Nevada",71,"2007","Cholesterol"
"1007","Idaho",71,"2007","Cholesterol"
"1008","Michigan",70,"2007","Cholesterol"
"1009","Georgia",69,"2007","Cholesterol"
"1010","Alaska",69,"2007","Cholesterol"
"1011","Pennsylvania",69,"2007","Cholesterol"
"1012","Kansas",67,"2007","Cholesterol"
"1013","Illinois",67,"2007","Cholesterol"
"1014","New Hampshire",67,"2007","Cholesterol"
"1015","Washington",67,"2007","Cholesterol"
"1016","Vermont",65,"2007","Cholesterol"
"1017","California",65,"2007","Cholesterol"
"1018","Utah",64,"2007","Cholesterol"
"1019","Hawaii",63,"2007","Cholesterol"
"1020","Wyoming",59,"2007","Cholesterol"
"1021","West Virginia",100,"2008","Cholesterol"
"1022","Delaware",91,"2008","Cholesterol"
"1023","Tennessee",88,"2008","Cholesterol"
"1024","Connecticut",87,"2008","Cholesterol"
"1025","New Mexico",85,"2008","Cholesterol"
"1026","Mississippi",84,"2008","Cholesterol"
"1027","Maryland",83,"2008","Cholesterol"
"1028","Nebraska",83,"2008","Cholesterol"
"1029","Maine",82,"2008","Cholesterol"
"1030","Kentucky",81,"2008","Cholesterol"
"1031","Alabama",81,"2008","Cholesterol"
"1032","Louisiana",80,"2008","Cholesterol"
"1033","Indiana",80,"2008","Cholesterol"
"1034","Rhode Island",80,"2008","Cholesterol"
"1035","New Hampshire",78,"2008","Cholesterol"
"1036","Wisconsin",78,"2008","Cholesterol"
"1037","Iowa",78,"2008","Cholesterol"
"1038","Vermont",77,"2008","Cholesterol"
"1039","South Carolina",76,"2008","Cholesterol"
"1040","South Dakota",76,"2008","Cholesterol"
"1041","Florida",75,"2008","Cholesterol"
"1042","North Carolina",75,"2008","Cholesterol"
"1043","Texas",75,"2008","Cholesterol"
"1044","Montana",74,"2008","Cholesterol"
"1045","Arkansas",74,"2008","Cholesterol"
"1046","Missouri",74,"2008","Cholesterol"
"1047","Hawaii",74,"2008","Cholesterol"
"1048","Oklahoma",74,"2008","Cholesterol"
"1049","New York",73,"2008","Cholesterol"
"1050","Colorado",73,"2008","Cholesterol"
"1051","North Dakota",72,"2008","Cholesterol"
"1052","District of Columbia",72,"2008","Cholesterol"
"1053","Alaska",72,"2008","Cholesterol"
"1054","Michigan",72,"2008","Cholesterol"
"1055","Arizona",72,"2008","Cholesterol"
"1056","Ohio",71,"2008","Cholesterol"
"1057","Minnesota",71,"2008","Cholesterol"
"1058","Georgia",71,"2008","Cholesterol"
"1059","Massachusetts",71,"2008","Cholesterol"
"1060","New Jersey",70,"2008","Cholesterol"
"1061","Oregon",70,"2008","Cholesterol"
"1062","Illinois",70,"2008","Cholesterol"
"1063","Pennsylvania",69,"2008","Cholesterol"
"1064","Wyoming",69,"2008","Cholesterol"
"1065","Washington",68,"2008","Cholesterol"
"1066","Kansas",67,"2008","Cholesterol"
"1067","Nevada",66,"2008","Cholesterol"
"1068","Idaho",65,"2008","Cholesterol"
"1069","Utah",65,"2008","Cholesterol"
"1070","California",61,"2008","Cholesterol"
"1071","Virginia",49,"2008","Cholesterol"
"1072","West Virginia",100,"2009","Cholesterol"
"1073","Montana",86,"2009","Cholesterol"
"1074","Mississippi",84,"2009","Cholesterol"
"1075","Delaware",82,"2009","Cholesterol"
"1076","New Mexico",80,"2009","Cholesterol"
"1077","Tennessee",79,"2009","Cholesterol"
"1078","Maryland",78,"2009","Cholesterol"
"1079","Alabama",77,"2009","Cholesterol"
"1080","Arizona",76,"2009","Cholesterol"
"1081","Idaho",76,"2009","Cholesterol"
"1082","Indiana",75,"2009","Cholesterol"
"1083","Connecticut",75,"2009","Cholesterol"
"1084","South Carolina",75,"2009","Cholesterol"
"1085","Nebraska",75,"2009","Cholesterol"
"1086","Maine",73,"2009","Cholesterol"
"1087","Illinois",73,"2009","Cholesterol"
"1088","Oregon",73,"2009","Cholesterol"
"1089","North Dakota",73,"2009","Cholesterol"
"1090","New Hampshire",72,"2009","Cholesterol"
"1091","Minnesota",72,"2009","Cholesterol"
"1092","Kentucky",72,"2009","Cholesterol"
"1093","District of Columbia",72,"2009","Cholesterol"
"1094","Hawaii",71,"2009","Cholesterol"
"1095","Texas",71,"2009","Cholesterol"
"1096","Georgia",71,"2009","Cholesterol"
"1097","Pennsylvania",71,"2009","Cholesterol"
"1098","Florida",70,"2009","Cholesterol"
"1099","South Dakota",70,"2009","Cholesterol"
"1100","New York",69,"2009","Cholesterol"
"1101","Iowa",69,"2009","Cholesterol"
"1102","Missouri",69,"2009","Cholesterol"
"1103","Kansas",69,"2009","Cholesterol"
"1104","North Carolina",69,"2009","Cholesterol"
"1105","Louisiana",68,"2009","Cholesterol"
"1106","Wisconsin",68,"2009","Cholesterol"
"1107","Arkansas",67,"2009","Cholesterol"
"1108","Massachusetts",67,"2009","Cholesterol"
"1109","New Jersey",66,"2009","Cholesterol"
"1110","Ohio",66,"2009","Cholesterol"
"1111","Rhode Island",65,"2009","Cholesterol"
"1112","Colorado",65,"2009","Cholesterol"
"1113","Utah",64,"2009","Cholesterol"
"1114","Wyoming",64,"2009","Cholesterol"
"1115","Michigan",63,"2009","Cholesterol"
"1116","Nevada",63,"2009","Cholesterol"
"1117","Oklahoma",62,"2009","Cholesterol"
"1118","Vermont",62,"2009","Cholesterol"
"1119","Washington",59,"2009","Cholesterol"
"1120","Alaska",54,"2009","Cholesterol"
"1121","California",50,"2009","Cholesterol"
"1122","Virginia",41,"2009","Cholesterol"
"1123","West Virginia",100,"2010","Cholesterol"
"1124","New Mexico",88,"2010","Cholesterol"
"1125","Indiana",84,"2010","Cholesterol"
"1126","Tennessee",82,"2010","Cholesterol"
"1127","Delaware",81,"2010","Cholesterol"
"1128","Iowa",81,"2010","Cholesterol"
"1129","Mississippi",80,"2010","Cholesterol"
"1130","Nebraska",79,"2010","Cholesterol"
"1131","Connecticut",76,"2010","Cholesterol"
"1132","Idaho",75,"2010","Cholesterol"
"1133","Arkansas",74,"2010","Cholesterol"
"1134","Pennsylvania",74,"2010","Cholesterol"
"1135","Alabama",74,"2010","Cholesterol"
"1136","Florida",74,"2010","Cholesterol"
"1137","Montana",74,"2010","Cholesterol"
"1138","Illinois",73,"2010","Cholesterol"
"1139","Maryland",73,"2010","Cholesterol"
"1140","Maine",72,"2010","Cholesterol"
"1141","Wisconsin",72,"2010","Cholesterol"
"1142","Arizona",72,"2010","Cholesterol"
"1143","Ohio",72,"2010","Cholesterol"
"1144","New Hampshire",72,"2010","Cholesterol"
"1145","Georgia",72,"2010","Cholesterol"
"1146","New Jersey",71,"2010","Cholesterol"
"1147","South Dakota",71,"2010","Cholesterol"
"1148","North Dakota",70,"2010","Cholesterol"
"1149","Louisiana",70,"2010","Cholesterol"
"1150","New York",70,"2010","Cholesterol"
"1151","Missouri",70,"2010","Cholesterol"
"1152","Oklahoma",70,"2010","Cholesterol"
"1153","Hawaii",69,"2010","Cholesterol"
"1154","Kentucky",69,"2010","Cholesterol"
"1155","Minnesota",69,"2010","Cholesterol"
"1156","Rhode Island",68,"2010","Cholesterol"
